央视卫视HD,#genre#
东方卫视,http://1.69.0.241:9901/tsfile/live/0108_1.m3u8?key=txiptv
东方卫视,http://1.69.0.241:9901/tsfile/live/0107_1.m3u8?key=txiptv
安徽卫视,http://110.80.17.38:9901/tsfile/live/0130_2.m3u8?key=txiptv
安徽卫视,http://110.80.17.38:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://1.69.112.199:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://58.19.182.187:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://221.7.175.127:9901/tsfile/live/1032_1.m3u8?key=txiptv
安徽卫视,http://1.197.249.167:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://1.197.250.0:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://115.225.29.237:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://1.69.112.94:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://223.151.49.74:59901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://220.182.45.198:20088/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://113.57.21.233:8666/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://58.32.25.252:8000/rtp/239.45.1.120:5140
安徽卫视,http://123.170.147.80:5000/rtp/239.21.1.159:5002
安徽卫视,http://218.89.240.144:59901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://111.175.165.116:8888/rtp/239.69.1.70:10060
安徽卫视,http://27.217.213.217:18888/rtp/239.253.248.87:8000
安徽卫视,http://218.20.221.30:8888/rtp/239.77.1.92:5146
安徽卫视,http://27.10.14.195:8002/rtp/225.0.4.133:7980
安徽卫视,http://113.12.72.152:9901/tsfile/live/1023_1.m3u8?key=txiptv
安徽卫视,http://116.55.173.203:4000/rtp/239.200.200.129:8720
安徽卫视,http://114.252.126.65:7000/rtp/239.3.1.211:8064
安徽卫视,http://101.65.34.182:9901/tsfile/live/0130_2.m3u8?key=txiptv
安徽卫视,http://220.180.229.250:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://1.197.251.106:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://115.231.200.110:9901/tsfile/live/0130_1.m3u8?key=txiptv
安徽卫视,http://1.69.0.241:9901/tsfile/live/0130_1.m3u8?key=txiptv
广东卫视,http://58.19.182.187:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://221.7.175.127:9901/tsfile/live/1031_1.m3u8?key=txiptv
广东卫视,http://1.197.249.167:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://1.197.250.0:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://115.225.29.237:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://1.69.112.94:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://221.226.4.10:9901/tsfile/live/1022_1.m3u8?key=txiptv
广东卫视,http://220.182.45.198:20088/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://113.57.21.233:8666/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://222.217.124.40:8088/rtp/239.81.0.104:4056
广东卫视,http://222.185.245.194:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://58.32.25.252:8000/rtp/239.45.3.230:5140
广东卫视,http://123.170.147.80:5000/rtp/239.21.1.92:5002
广东卫视,http://218.89.240.144:59901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://111.175.165.116:8888/rtp/239.254.96.140:8914
广东卫视,http://27.217.213.217:18888/rtp/239.253.248.90:8000
广东卫视,http://27.10.14.195:8002/rtp/225.0.4.84:7980
广东卫视,http://218.20.221.30:8888/rtp/239.77.1.19:5146
广东卫视,http://117.28.113.168:8888/rtp/239.61.2.33:8192
广东卫视,http://113.12.72.152:9901/tsfile/live/1019_1.m3u8?key=txiptv
广东卫视,http://116.55.173.203:4000/rtp/239.200.201.35:8768
广东卫视,http://114.252.126.65:7000/rtp/239.3.1.142:8048
广东卫视,http://101.65.34.182:9901/tsfile/live/0107_1.m3u8?key=txiptv
广东卫视,http://1.197.251.106:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://115.231.200.110:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://1.69.0.241:9901/tsfile/live/0125_1.m3u8?key=txiptv
深圳卫视,http://58.19.182.187:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://221.7.175.127:9901/tsfile/live/1037_1.m3u8?key=txiptv
深圳卫视,http://1.197.249.167:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://1.197.250.0:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://112.234.22.52:9901/tsfile/live/0126_2.m3u8?key=txiptv
深圳卫视,http://1.69.112.94:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://221.226.4.10:9901/tsfile/live/1023_1.m3u8?key=txiptv
深圳卫视,http://220.182.45.198:20088/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://222.217.124.40:8088/rtp/239.81.0.103:4056
深圳卫视,http://123.170.147.80:5000/rtp/239.21.1.93:5002
深圳卫视,http://218.89.240.144:59901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://111.175.165.116:8888/rtp/239.254.96.137:8896
深圳卫视,http://115.192.60.127:4000/rtp/233.50.201.101:5140
深圳卫视,http://27.217.213.217:18888/rtp/239.253.248.91:8000
深圳卫视,http://27.10.14.195:8002/rtp/225.0.4.202:7980
深圳卫视,http://113.12.72.152:9901/tsfile/live/1026_1.m3u8?key=txiptv
深圳卫视,http://114.252.126.65:7000/rtp/239.3.1.134:8020
深圳卫视,http://1.197.251.106:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://1.69.0.241:9901/tsfile/live/0126_1.m3u8?key=txiptv
辽宁卫视,http://221.7.175.127:9901/tsfile/live/1030_1.m3u8?key=txiptv
辽宁卫视,http://1.197.249.167:9901/tsfile/live/0121_1.m3u8?key=txiptv
辽宁卫视,http://1.197.250.0:9901/tsfile/live/0121_1.m3u8?key=txiptv
辽宁卫视,http://42.236.160.189:8888/rtp/225.1.4.167:1208
辽宁卫视,http://1.69.112.94:9901/tsfile/live/0121_1.m3u8?key=txiptv
辽宁卫视,http://221.226.4.10:9901/tsfile/live/1020_1.m3u8?key=txiptv
辽宁卫视,http://220.182.45.198:20088/tsfile/live/1000_1.m3u8?key=txiptv
辽宁卫视,http://113.57.21.233:8666/tsfile/live/0121_1.m3u8?key=txiptv
辽宁卫视,http://222.217.124.40:8088/rtp/239.81.0.210:4056
辽宁卫视,http://58.32.25.252:8000/rtp/239.45.1.123:5140
辽宁卫视,http://123.170.147.80:5000/rtp/239.21.1.164:5002
辽宁卫视,http://218.89.240.144:59901/tsfile/live/0121_1.m3u8?key=txiptv
辽宁卫视,http://111.175.165.116:8888/rtp/239.69.1.71:10066
辽宁卫视,http://115.192.60.127:4000/rtp/233.50.201.141:5140
辽宁卫视,http://27.217.213.217:18888/rtp/239.253.248.92:8000
辽宁卫视,http://183.166.100.47:8000/rtp/238.1.78.21:6096
辽宁卫视,http://116.55.173.203:4000/rtp/239.200.200.167:8736
辽宁卫视,http://119.112.179.73:4000/rtp/232.0.0.144:9108
辽宁卫视,http://114.252.126.65:7000/rtp/239.3.1.210:8056
辽宁卫视,http://36.248.137.69:60033/tsfile/live/0121_1.m3u8?key=txiptv
辽宁卫视,http://101.65.34.182:9901/tsfile/live/0123_1.m3u8?key=txiptv
辽宁卫视,http://1.197.251.106:9901/tsfile/live/0121_1.m3u8?key=txiptv
辽宁卫视,http://1.69.0.241:9901/tsfile/live/0121_1.m3u8?key=txiptv
海南卫视,http://220.182.45.198:20088/tsfile/live/1008_1.m3u8?key=txiptv
海南卫视,http://58.32.25.252:8000/rtp/239.45.1.81:5140
海南卫视,http://123.170.147.80:5000/rtp/239.21.2.14:5002
海南卫视,http://111.175.165.116:8888/rtp/239.69.1.151:10542
海南卫视,http://117.28.113.168:8888/rtp/239.61.2.42:8246
海南卫视,http://183.166.100.47:8000/rtp/238.1.79.49:4504
海南卫视,http://116.55.173.203:4000/rtp/239.200.201.159:8408
山东卫视,http://58.210.60.226:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://58.19.182.187:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://221.7.175.127:9901/tsfile/live/1034_1.m3u8?key=txiptv
山东卫视,http://1.197.249.167:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://1.197.250.0:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://115.225.29.237:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://112.234.22.52:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://1.69.112.94:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://221.226.4.10:9901/tsfile/live/1021_1.m3u8?key=txiptv
山东卫视,http://220.182.45.198:20088/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://222.217.124.40:8088/rtp/239.81.0.114:4056
山东卫视,http://180.158.146.27:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://222.185.245.194:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://58.32.25.252:8000/rtp/239.45.3.238:5140
山东卫视,http://123.170.147.80:5000/rtp/239.21.1.87:5002
山东卫视,http://111.175.165.116:8888/rtp/239.69.1.69:10054
山东卫视,http://27.217.213.217:18888/rtp/239.253.248.78:8000
山东卫视,http://218.20.221.30:8888/rtp/239.77.1.142:5146
山东卫视,http://27.10.14.195:8002/rtp/225.0.4.199:7980
山东卫视,http://183.166.100.47:8000/rtp/238.1.78.169:7224
山东卫视,http://117.28.113.168:8888/rtp/239.61.2.119:8708
山东卫视,http://114.252.126.65:7000/rtp/239.3.1.209:8052
山东卫视,http://36.248.137.69:60033/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://101.65.34.182:9901/tsfile/live/0125_1.m3u8?key=txiptv
山东卫视,http://1.197.251.106:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://115.231.200.110:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://1.69.0.241:9901/tsfile/live/0131_1.m3u8?key=txiptv
天津卫视,http://58.19.182.187:9901/tsfile/live/0114_1.m3u8?key=txiptv
天津卫视,http://221.7.175.127:9901/tsfile/live/1042_1.m3u8?key=txiptv
天津卫视,http://1.197.249.167:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://1.197.250.0:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://115.225.29.237:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://1.69.112.94:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://221.226.4.10:9901/tsfile/live/1014_1.m3u8?key=txiptv
天津卫视,http://223.151.49.74:59901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://220.182.45.198:20088/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://222.217.124.40:8088/rtp/239.81.0.113:4056
天津卫视,http://222.185.245.194:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://58.32.25.252:8000/rtp/239.45.1.124:5140
天津卫视,http://123.170.147.80:5000/rtp/239.21.1.165:5002
天津卫视,http://218.89.240.144:59901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://111.175.165.116:8888/rtp/239.69.1.68:10048
天津卫视,http://27.217.213.217:18888/rtp/239.253.248.89:8000
天津卫视,http://27.10.14.195:8002/rtp/225.0.4.82:7980
天津卫视,http://36.248.137.69:60033/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://101.65.34.182:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://1.197.251.106:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://1.69.0.241:9901/tsfile/live/0135_1.m3u8?key=txiptv
重庆卫视,http://1.69.112.199:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://58.19.182.187:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://221.7.175.127:9901/tsfile/live/1041_1.m3u8?key=txiptv
重庆卫视,http://1.197.249.167:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://1.197.250.0:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://1.69.112.94:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://221.226.4.10:9901/tsfile/live/1015_1.m3u8?key=txiptv
重庆卫视,http://220.182.45.198:20088/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://113.57.21.233:8666/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://58.32.25.252:8000/rtp/239.45.1.84:5140
重庆卫视,http://123.170.147.80:5000/rtp/239.21.1.233:5002
重庆卫视,http://218.89.240.144:59901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://111.175.165.116:8888/rtp/239.69.1.149:10530
重庆卫视,http://115.192.60.127:4000/rtp/233.50.201.143:5140
重庆卫视,http://115.192.60.127:4000/rtp/233.50.200.114:5140
重庆卫视,http://27.217.213.217:18888/rtp/239.253.248.38:8000
重庆卫视,http://27.10.14.195:8002/rtp/225.0.4.187:7980
重庆卫视,http://183.166.100.47:8000/rtp/238.1.78.31:6176
重庆卫视,http://114.252.126.65:7000/rtp/239.3.1.122:8160
重庆卫视,http://101.65.34.182:9901/tsfile/live/0122_1.m3u8?key=txiptv
重庆卫视,http://1.197.251.106:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://1.69.0.241:9901/tsfile/live/0142_1.m3u8?key=txiptv
东南卫视,http://220.182.45.198:20088/tsfile/live/0137_1.m3u8?key=txiptv
东南卫视,http://113.57.21.233:8666/tsfile/live/0137_1.m3u8?key=txiptv
东南卫视,http://222.217.124.40:8088/rtp/239.81.0.215:4056
东南卫视,http://58.32.25.252:8000/rtp/239.45.1.121:5140
东南卫视,http://123.170.147.80:5000/rtp/239.21.1.113:5002
东南卫视,http://218.89.240.144:59901/tsfile/live/0137_1.m3u8?key=txiptv
东南卫视,http://111.175.165.116:8888/rtp/239.69.1.108:10286
东南卫视,http://116.55.173.203:4000/rtp/239.200.201.69:8764
东南卫视,http://117.28.113.168:8888/rtp/239.61.2.132:8708
东南卫视,http://101.65.34.182:9901/tsfile/live/0131_1.m3u8?key=txiptv
东南卫视,http://1.69.0.241:9901/tsfile/live/0137_1.m3u8?key=txiptv
甘肃卫视,http://222.217.124.40:8088/rtp/239.81.0.207:4056
甘肃卫视,http://180.158.146.27:9901/tsfile/live/0113_1.m3u8?key=txiptv
甘肃卫视,http://123.170.147.80:5000/rtp/239.21.2.22:5002
甘肃卫视,http://117.28.113.168:8888/rtp/239.61.2.225:9338
甘肃卫视,http://183.166.100.47:8000/rtp/238.1.79.36:4400
甘肃卫视,http://1.82.70.21:8008/rtp/239.111.205.88:5140
甘肃卫视,http://113.12.72.152:9901/tsfile/live/1034_1.m3u8?key=txiptv
甘肃卫视,http://116.55.173.203:4000/rtp/239.200.200.186:8356
甘肃卫视,http://1.197.251.106:9901/tsfile/live/0141_1.m3u8?key=txiptv
广西卫视,http://221.7.175.127:9901/tsfile/live/1003_1.m3u8?key=txiptv
广西卫视,http://1.197.249.167:9901/tsfile/live/0113_1.m3u8?key=txiptv
广西卫视,http://1.197.250.0:9901/tsfile/live/0113_1.m3u8?key=txiptv
广西卫视,http://221.226.4.10:9901/tsfile/live/1024_1.m3u8?key=txiptv
广西卫视,http://220.182.45.198:20088/tsfile/live/0113_1.m3u8?key=txiptv
广西卫视,http://222.217.124.40:8088/rtp/239.81.0.107:4056
广西卫视,http://180.158.146.27:9901/tsfile/live/0118_1.m3u8?key=txiptv
广西卫视,http://218.89.240.144:59901/tsfile/live/0113_1.m3u8?key=txiptv
广西卫视,http://111.175.165.116:8888/rtp/239.69.1.191:10788
广西卫视,http://27.217.213.217:18888/rtp/239.253.248.40:8000
广西卫视,http://117.28.113.168:8888/rtp/239.61.2.48:8282
广西卫视,http://113.12.72.152:9901/tsfile/live/1024_1.m3u8?key=txiptv
广西卫视,http://1.197.251.106:9901/tsfile/live/0113_1.m3u8?key=txiptv
广西卫视,http://101.74.28.70:9901/tsfile/live/0113_1.m3u8?key=txiptv
贵州卫视,http://58.19.182.187:9901/tsfile/live/0120_1.m3u8?key=txiptv
贵州卫视,http://221.7.175.127:9901/tsfile/live/1047_1.m3u8?key=txiptv
贵州卫视,http://1.30.178.68:9901/tsfile/live/1044_1.m3u8?key=txiptv
贵州卫视,http://1.69.112.94:9901/tsfile/live/0120_1.m3u8?key=txiptv
贵州卫视,http://220.182.45.198:20088/tsfile/live/0120_1.m3u8?key=txiptv
贵州卫视,http://113.57.21.233:8666/tsfile/live/1011_1.m3u8?key=txiptv
贵州卫视,http://222.217.124.40:8088/rtp/239.81.0.95:4056
贵州卫视,http://58.32.25.252:8000/rtp/239.45.1.80:5140
贵州卫视,http://123.170.147.80:5000/rtp/239.21.1.166:5002
贵州卫视,http://218.89.240.144:59901/tsfile/live/0120_1.m3u8?key=txiptv
贵州卫视,http://111.175.165.116:8888/rtp/239.69.1.150:10536
贵州卫视,http://27.217.213.217:18888/rtp/239.253.248.113:8000
贵州卫视,http://27.10.14.195:8002/rtp/225.0.4.175:7980
贵州卫视,http://183.166.100.47:8000/rtp/238.1.78.244:7824
贵州卫视,http://113.12.72.152:9901/tsfile/live/1027_1.m3u8?key=txiptv
贵州卫视,http://114.252.126.65:7000/rtp/239.3.1.149:8076
贵州卫视,http://101.65.34.182:9901/tsfile/live/0142_1.m3u8?key=txiptv
贵州卫视,http://1.69.0.241:9901/tsfile/live/0120_1.m3u8?key=txiptv
河北卫视,http://110.80.17.38:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://1.69.112.199:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://58.210.60.226:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://221.7.175.127:9901/tsfile/live/1045_1.m3u8?key=txiptv
河北卫视,http://1.197.249.167:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://1.197.250.0:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://1.69.112.94:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://222.217.124.40:8088/rtp/239.81.0.94:4056
河北卫视,http://180.158.146.27:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://222.185.245.194:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://58.32.25.252:8000/rtp/239.45.1.44:5140
河北卫视,http://123.170.147.80:5000/rtp/239.21.1.168:5002
河北卫视,http://218.89.240.144:59901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://111.175.165.116:8888/rtp/239.69.1.157:10578
河北卫视,http://111.175.165.116:8888/rtp/239.254.96.113:9616
河北卫视,http://115.192.60.127:4000/rtp/233.50.200.105:5140
河北卫视,http://27.10.14.195:8002/rtp/225.0.4.174:7980
河北卫视,http://183.166.100.47:8000/rtp/238.1.78.245:7832
河北卫视,http://117.28.113.168:8888/rtp/239.61.2.57:8336
河北卫视,http://114.252.126.65:7000/rtp/239.3.1.148:8072
河北卫视,http://36.248.137.69:60033/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://101.65.34.182:9901/tsfile/live/0111_2.m3u8?key=txiptv
河北卫视,http://1.197.251.106:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://101.74.28.70:9901/tsfile/live/0117_1.m3u8?key=txiptv
河北卫视,http://1.69.0.241:9901/tsfile/live/0117_1.m3u8?key=txiptv
黑龙江卫视,http://58.19.182.187:9901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://221.7.175.127:9901/tsfile/live/1028_1.m3u8?key=txiptv
黑龙江卫视,http://1.69.112.94:9901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://221.226.4.10:9901/tsfile/live/1019_1.m3u8?key=txiptv
黑龙江卫视,http://220.182.45.198:20088/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://113.57.21.233:8666/tsfile/live/1008_1.m3u8?key=txiptv
黑龙江卫视,http://222.217.124.40:8088/rtp/239.81.0.105:4056
黑龙江卫视,http://222.185.245.194:9901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://58.32.25.252:8000/rtp/239.45.3.232:5140
黑龙江卫视,http://123.170.147.80:5000/rtp/239.21.1.91:5002
黑龙江卫视,http://218.89.240.144:59901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://111.175.165.116:8888/rtp/239.254.96.138:8902
黑龙江卫视,http://27.217.213.217:18888/rtp/239.253.248.93:8000
黑龙江卫视,http://27.10.14.195:8002/rtp/225.0.4.201:7980
黑龙江卫视,http://36.248.137.69:60033/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://101.65.34.182:9901/tsfile/live/1001_1.m3u8?key=txiptv
黑龙江卫视,http://1.69.0.241:9901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://1.197.248.142:9901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://1.197.249.167:9901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://1.197.250.0:9901/tsfile/live/0143_1.m3u8?key=txiptv
黑龙江卫视,http://1.197.251.106:9901/tsfile/live/0143_1.m3u8?key=txiptv
河南卫视,http://110.80.17.38:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://1.69.112.199:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://221.7.175.127:9901/tsfile/live/1039_1.m3u8?key=txiptv
河南卫视,http://1.197.249.167:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://1.197.250.0:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://1.69.112.94:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://220.182.45.198:20088/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://123.170.147.80:5000/rtp/239.21.2.37:5002
河南卫视,http://218.89.240.144:59901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://111.175.165.116:8888/rtp/239.69.1.168:10644
河南卫视,http://27.217.213.217:18888/rtp/239.253.248.44:8000
河南卫视,http://113.12.72.152:9901/tsfile/live/1031_1.m3u8?key=txiptv
河南卫视,http://116.55.173.203:4000/rtp/239.200.201.158:8412
河南卫视,http://101.65.34.182:9901/tsfile/live/0121_1.m3u8?key=txiptv
河南卫视,http://1.197.251.106:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://1.69.0.241:9901/tsfile/live/0139_1.m3u8?key=txiptv
湖北卫视,http://1.69.112.199:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://221.7.175.127:9901/tsfile/live/1036_1.m3u8?key=txiptv
湖北卫视,http://1.197.249.167:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://1.197.250.0:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://115.225.29.237:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://1.30.178.68:9901/tsfile/live/1040_1.m3u8?key=txiptv
湖北卫视,http://1.69.112.94:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://221.226.4.10:9901/tsfile/live/1017_1.m3u8?key=txiptv
湖北卫视,http://220.182.45.198:20088/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://113.57.21.233:8666/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://222.217.124.40:8088/rtp/239.81.0.112:4056
湖北卫视,http://58.32.25.252:8000/rtp/239.45.3.239:5140
湖北卫视,http://218.89.240.144:59901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://123.170.147.80:5000/rtp/239.21.1.163:5002
湖北卫视,http://111.175.165.116:8888/rtp/239.254.96.115:8664
湖北卫视,http://115.192.60.127:4000/rtp/233.50.201.114:5140
湖北卫视,http://27.217.213.217:18888/rtp/239.253.248.88:8000
湖北卫视,http://183.166.100.47:8000/rtp/238.1.78.168:7216
湖北卫视,http://117.28.113.168:8888/rtp/239.61.2.120:8714
湖北卫视,http://113.12.72.152:9901/tsfile/live/1032_1.m3u8?key=txiptv
湖北卫视,http://114.252.126.65:7000/rtp/239.3.1.138:8044
湖北卫视,http://36.248.137.69:60033/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://101.65.34.182:9901/tsfile/live/0116_1.m3u8?key=txiptv
湖北卫视,http://220.180.229.250:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://1.197.251.106:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://115.231.200.110:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://1.69.0.241:9901/tsfile/live/0132_1.m3u8?key=txiptv
江西卫视,http://1.197.250.0:9901/tsfile/live/0138_1.m3u8?key=txiptv
江西卫视,http://42.236.160.189:8888/rtp/225.1.4.139:1305
江西卫视,http://220.182.45.198:20088/tsfile/live/0138_1.m3u8?key=txiptv
江西卫视,http://113.57.21.233:8666/tsfile/live/0138_1.m3u8?key=txiptv
江西卫视,http://58.32.25.252:8000/rtp/239.45.1.122:5140
江西卫视,http://123.170.147.80:5000/rtp/239.21.1.167:5002
江西卫视,http://218.89.240.144:59901/tsfile/live/0138_1.m3u8?key=txiptv
江西卫视,http://111.175.165.116:8888/rtp/239.69.1.126:10394
江西卫视,http://27.217.213.217:18888/rtp/239.253.248.47:8000
江西卫视,http://183.166.100.47:8000/rtp/238.1.78.26:6136
江西卫视,http://116.55.173.203:4000/rtp/239.200.201.79:8876
江西卫视,http://114.252.126.65:7000/rtp/239.3.1.123:8164
江西卫视,http://36.248.137.69:60033/tsfile/live/0138_1.m3u8?key=txiptv
江西卫视,http://101.65.34.182:9901/tsfile/live/0130_1.m3u8?key=txiptv
江西卫视,http://1.197.251.106:9901/tsfile/live/0138_1.m3u8?key=txiptv
吉林卫视,http://1.197.249.167:9901/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://1.197.250.0:9901/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://220.182.45.198:20088/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://180.158.146.27:9901/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://123.170.147.80:5000/rtp/239.21.2.49:5002
吉林卫视,http://27.217.213.217:18888/rtp/239.253.248.46:8000
吉林卫视,http://117.28.113.168:8888/rtp/239.61.2.223:9326
吉林卫视,http://183.166.100.47:8000/rtp/238.1.79.48:4496
吉林卫视,http://113.12.72.152:9901/tsfile/live/1033_1.m3u8?key=txiptv
吉林卫视,http://116.55.173.203:4000/rtp/239.200.201.127:8792
吉林卫视,http://114.252.126.65:7000/rtp/239.3.1.240:8172
吉林卫视,http://1.197.251.106:9901/tsfile/live/0116_1.m3u8?key=txiptv
内蒙古卫视,http://115.231.200.110:9901/tsfile/live/0109_1.m3u8?key=txiptv
宁夏卫视,http://221.7.175.127:9901/tsfile/live/1049_1.m3u8?key=txiptv
宁夏卫视,http://113.12.72.152:9901/tsfile/live/1038_1.m3u8?key=txiptv
山西卫视,http://221.7.175.127:9901/tsfile/live/1043_1.m3u8?key=txiptv
山西卫视,http://1.69.112.94:9901/tsfile/live/1008_1.m3u8?key=txiptv
