📡央视频道HD👉,#genre#
CCTV5,http://58.19.182.187:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://221.7.175.127:9901/tsfile/live/1010_1.m3u8?key=txiptv
CCTV5,http://1.197.249.167:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://1.197.250.0:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://1.30.178.68:9901/tsfile/live/1025_1.m3u8?key=txiptv
CCTV5,http://1.69.112.94:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://221.226.4.10:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://221.226.4.10:9901/tsfile/live/1000_1.m3u8?key=txiptv
CCTV5,http://101.19.60.64:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://223.151.49.74:59901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://220.182.45.198:20088/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://113.57.21.233:8666/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://180.158.146.27:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://222.185.245.194:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://58.32.25.252:8000/rtp/239.45.1.69:5140
CCTV5,http://218.89.240.144:59901/tsfile/live/1009_1.m3u8?key=txiptv
CCTV5,http://123.170.147.80:5000/rtp/239.21.2.46:5002
CCTV5,http://111.175.165.116:8888/rtp/239.69.1.123:10376
CCTV5,http://115.192.60.127:4000/rtp/233.50.200.245:5140
CCTV5,http://27.10.14.195:8002/rtp/225.0.4.143:7980
CCTV5,http://117.28.113.168:8888/rtp/239.61.3.35:9728
CCTV5,http://183.166.100.47:8000/rtp/238.1.78.171:7240
CCTV5,http://113.12.72.152:9901/tsfile/live/1004_1.m3u8?key=txiptv
CCTV5,http://121.229.199.2:9000/rtp/239.49.8.172:6000
CCTV5,http://121.229.199.2:9000/rtp/239.49.8.170:6000
CCTV5,http://114.252.126.65:7000/rtp/239.3.1.173:8001
CCTV5,http://36.248.137.69:60033/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://101.65.34.182:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://1.197.251.106:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://115.231.200.110:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://1.69.0.241:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5+,http://113.105.111.79:9901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://1.197.249.167:9901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://1.197.250.0:9901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://1.30.178.68:9901/tsfile/live/1037_1.m3u8?key=txiptv
CCTV5+,http://1.69.112.94:9901/tsfile/live/0018_1.m3u8?key=txiptv
CCTV5+,http://223.151.49.74:59901/tsfile/live/0018_1.m3u8?key=txiptv
CCTV5+,http://220.182.45.198:20088/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://123.170.147.80:5000/rtp/239.21.1.142:5002
CCTV5+,http://218.89.240.144:59901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://111.175.165.116:8888/rtp/239.69.1.12:9712
CCTV5+,http://111.175.165.116:8888/rtp/239.254.96.234:9484
CCTV5+,http://27.10.14.195:8002/rtp/225.0.4.73:7980
CCTV5+,http://117.28.113.168:8888/rtp/239.61.2.171:9014
CCTV5+,http://183.166.100.47:8000/rtp/238.1.78.237:7768
CCTV5+,http://113.12.72.152:9901/tsfile/live/1005_1.m3u8?key=txiptv
CCTV5+,http://1.197.251.106:9901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://101.74.28.70:9901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://1.69.0.241:9901/tsfile/live/0018_1.m3u8?key=txiptv
CCTV6,http://1.192.71.240:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://1.69.112.199:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://58.210.60.226:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://58.19.182.187:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://221.7.175.127:9901/tsfile/live/1011_1.m3u8?key=txiptv
CCTV6,http://1.197.249.167:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://1.197.250.0:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://115.225.29.237:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://1.30.178.68:9901/tsfile/live/1027_1.m3u8?key=txiptv
CCTV6,http://113.195.7.165:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV6,http://1.69.112.94:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://221.226.4.10:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://101.19.60.64:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://223.151.49.74:59901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://220.182.45.198:20088/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://113.57.21.233:8666/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://180.158.146.27:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://222.185.245.194:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://58.32.25.252:8000/rtp/239.45.1.70:5140
CCTV6,http://218.89.240.144:59901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://123.170.147.80:5000/rtp/239.21.2.47:5002
CCTV6,http://111.175.165.116:8888/rtp/239.69.1.124:10382
CCTV6,http://27.10.14.195:8002/rtp/225.0.4.144:7980
CCTV6,http://117.28.113.168:8888/rtp/239.61.3.36:9734
CCTV6,http://113.12.72.152:9901/tsfile/live/1006_1.m3u8?key=txiptv
CCTV6,http://116.55.173.203:4000/rtp/239.200.200.21:9020
CCTV6,http://101.65.34.182:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://220.180.229.250:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://1.197.251.106:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://115.231.200.110:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://101.74.28.70:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6,http://1.69.0.241:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7,http://1.192.71.240:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://221.7.175.127:9901/tsfile/live/1012_1.m3u8?key=txiptv
CCTV7,http://1.197.249.167:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://1.197.250.0:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://1.69.112.94:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://101.19.60.64:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://223.151.49.74:59901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://220.182.45.198:20088/tsfile/live/1012_1.m3u8?key=txiptv
CCTV7,http://113.57.21.233:8666/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://180.158.146.27:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://222.185.245.194:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://58.32.25.252:8000/rtp/239.45.3.56:5140
CCTV7,http://218.89.240.144:59901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://123.170.147.80:5000/rtp/239.21.1.152:5002
CCTV7,http://111.175.165.116:8888/rtp/239.69.1.103:10256
CCTV7,http://27.217.213.217:18888/rtp/239.253.248.235:8000
CCTV7,http://27.10.14.195:8002/rtp/225.0.4.127:7980
CCTV7,http://183.166.100.47:8000/rtp/238.1.78.239:7784
CCTV7,http://117.28.113.168:8888/rtp/239.61.2.175:9038
CCTV7,http://113.12.72.152:9901/tsfile/live/1007_1.m3u8?key=txiptv
CCTV7,http://121.229.199.2:9000/rtp/239.49.8.132:6000
CCTV7,http://121.229.199.2:9000/rtp/239.49.8.52:9810
CCTV7,http://114.252.126.65:7000/rtp/239.3.1.61:8104
CCTV7,http://36.248.137.69:60033/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://101.65.34.182:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://1.197.251.106:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://101.74.28.70:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://1.69.0.241:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8,http://1.192.71.240:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://110.80.17.38:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://1.69.112.199:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://58.210.60.226:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://58.19.182.187:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://221.7.175.127:9901/tsfile/live/1013_1.m3u8?key=txiptv
CCTV8,http://1.197.249.167:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://1.197.250.0:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://112.234.22.52:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://1.30.178.68:9901/tsfile/live/1030_1.m3u8?key=txiptv
CCTV8,http://1.69.112.94:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://101.19.60.64:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://223.151.49.74:59901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://220.182.45.198:20088/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://113.57.21.233:8666/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://180.158.146.27:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://222.185.245.194:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://58.32.25.252:8000/rtp/239.45.1.71:5140
CCTV8,http://218.89.240.144:59901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://123.170.147.80:5000/rtp/239.21.2.48:5002
CCTV8,http://111.175.165.116:8888/rtp/239.69.1.125:10388
CCTV8,http://27.10.14.195:8002/rtp/225.0.4.137:7980
CCTV8,http://117.28.113.168:8888/rtp/239.61.3.37:9740
CCTV8,http://183.166.100.47:8000/rtp/238.1.78.173:7256
CCTV8,http://113.12.72.152:9901/tsfile/live/1008_1.m3u8?key=txiptv
CCTV8,http://116.55.173.203:4000/rtp/239.200.200.23:9028
CCTV8,http://114.252.126.65:7000/rtp/239.3.1.175:8001
CCTV8,http://101.65.34.182:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://220.180.229.250:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://1.197.251.106:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://115.231.200.110:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://101.74.28.70:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://1.69.0.241:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9,http://1.192.71.240:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://1.69.112.199:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://58.210.60.226:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://58.19.182.187:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://221.7.175.127:9901/tsfile/live/1014_1.m3u8?key=txiptv
CCTV9,http://1.197.249.167:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://1.197.250.0:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://115.225.29.237:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://1.30.178.68:9901/tsfile/live/1031_1.m3u8?key=txiptv
CCTV9,http://1.69.112.94:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://221.226.4.10:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://101.19.60.64:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://223.151.49.74:59901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://220.182.45.198:20088/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://113.57.21.233:8666/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://222.217.124.40:8088/rtp/239.81.0.117:4056
CCTV9,http://180.158.146.27:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV9,http://222.185.245.194:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://218.89.240.144:59901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://123.170.147.80:5000/rtp/239.21.1.153:5002
CCTV9,http://111.175.165.116:8888/rtp/239.69.1.104:10262
CCTV9,http://27.217.213.217:18888/rtp/239.253.248.79:8000
CCTV9,http://27.10.14.195:8002/rtp/225.0.4.131:7980
CCTV9,http://117.28.113.168:8888/rtp/239.61.2.172:9020
CCTV9,http://113.12.72.152:9901/tsfile/live/1009_1.m3u8?key=txiptv
CCTV9,http://116.55.173.203:4000/rtp/239.200.200.106:8112
CCTV9,http://114.252.126.65:7000/rtp/239.3.1.62:8112
CCTV9,http://101.65.34.182:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://220.180.229.250:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://1.197.251.106:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://115.231.200.110:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://101.74.28.70:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9,http://1.69.0.241:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10,http://1.192.71.240:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://58.210.60.226:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://58.19.182.187:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://221.7.175.127:9901/tsfile/live/1015_1.m3u8?key=txiptv
CCTV10,http://1.197.249.167:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://1.197.250.0:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://115.225.29.237:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://1.69.112.94:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://221.226.4.10:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://101.19.60.64:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://223.151.49.74:59901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://220.182.45.198:20088/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://113.57.21.233:8666/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://222.217.124.40:8088/rtp/239.81.0.118:4056
CCTV10,http://180.158.146.27:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://222.185.245.194:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://58.32.25.252:8000/rtp/239.45.3.8:5140
CCTV10,http://218.89.240.144:59901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://123.170.147.80:5000/rtp/239.21.1.155:5002
CCTV10,http://111.175.165.116:8888/rtp/239.69.1.105:10268
CCTV10,http://27.217.213.217:18888/rtp/239.253.248.236:8000
CCTV10,http://27.10.14.195:8002/rtp/225.0.4.130:7980
CCTV10,http://117.28.113.168:8888/rtp/239.61.2.176:9044
CCTV10,http://113.12.72.152:9901/tsfile/live/1010_1.m3u8?key=txiptv
CCTV10,http://1.82.70.21:8008/rtp/239.112.205.86:5140
CCTV10,http://114.252.126.65:7000/rtp/239.3.1.63:8116
CCTV10,http://36.248.137.69:60033/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://222.82.204.248:4000/rtp/238.125.5.27:5140
CCTV10,http://222.82.204.248:4000/rtp/238.125.1.27:5140
CCTV10,http://101.65.34.182:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://1.197.251.106:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://115.231.200.110:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://101.74.28.70:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10,http://1.69.0.241:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV11,http://1.192.71.240:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://221.7.175.127:9901/tsfile/live/1016_1.m3u8?key=txiptv
CCTV11,http://1.197.249.167:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://1.197.250.0:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://223.151.49.74:59901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://220.182.45.198:20088/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://113.57.21.233:8666/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://222.217.124.40:8088/rtp/239.81.0.229:4056
CCTV11,http://123.170.147.80:5000/rtp/239.21.2.2:5002
CCTV11,http://218.89.240.144:59901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,http://111.175.165.116:8888/rtp/239.69.1.154:10560
CCTV11,http://27.10.14.195:8002/rtp/225.0.4.218:7980
CCTV11,http://117.28.113.168:8888/rtp/239.61.2.21:8120
CCTV11,http://183.166.100.47:8000/rtp/238.1.78.206:7502
CCTV11,http://1.82.70.21:8008/rtp/239.112.205.213:5140
CCTV11,http://113.12.72.152:9901/tsfile/live/1011_1.m3u8?key=txiptv
CCTV11,http://114.252.126.65:7000/rtp/239.3.1.152:8120
CCTV11,http://222.82.204.248:4000/rtp/238.125.3.212:5140
CCTV11,http://222.82.204.248:4000/rtp/238.125.4.83:5140
CCTV11,http://1.197.251.106:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12,http://1.192.71.240:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://58.210.60.226:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://58.19.182.187:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://221.7.175.127:9901/tsfile/live/1017_1.m3u8?key=txiptv
CCTV12,http://1.197.249.167:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://1.197.250.0:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://115.225.29.237:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://1.69.112.94:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://221.226.4.10:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://101.19.60.64:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://223.151.49.74:59901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://220.182.45.198:20088/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://113.57.21.233:8666/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://222.217.124.40:8088/rtp/239.81.0.119:4056
CCTV12,http://180.158.146.27:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://222.185.245.194:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://58.32.25.252:8000/rtp/239.45.3.10:5140
CCTV12,http://218.89.240.144:59901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://123.170.147.80:5000/rtp/239.21.1.156:5002
CCTV12,http://111.175.165.116:8888/rtp/239.69.1.106:10274
CCTV12,http://218.20.221.30:8888/rtp/239.77.1.109:5146
CCTV12,http://27.217.213.217:18888/rtp/239.253.248.237:8000
CCTV12,http://27.10.14.195:8002/rtp/225.0.4.129:7980
CCTV12,http://117.28.113.168:8888/rtp/239.61.2.177:9050
CCTV12,http://113.12.72.152:9901/tsfile/live/1012_1.m3u8?key=txiptv
CCTV12,http://121.229.199.2:9000/rtp/239.49.8.55:9822
CCTV12,http://116.55.173.203:4000/rtp/239.200.200.108:8124
CCTV12,http://114.252.126.65:7000/rtp/239.3.1.64:8124
CCTV12,http://36.248.137.69:60033/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://222.82.204.248:4000/rtp/238.125.5.28:5140
CCTV12,http://222.82.204.248:4000/rtp/238.125.1.28:5140
CCTV12,http://101.65.34.182:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://1.197.251.106:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://115.231.200.110:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12,http://1.69.0.241:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13,http://1.192.71.240:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://58.19.182.187:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://221.7.175.127:9901/tsfile/live/1018_1.m3u8?key=txiptv
CCTV13,http://1.197.249.167:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://1.197.250.0:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://1.69.112.94:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://101.19.60.64:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://223.151.49.74:59901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://220.182.45.198:20088/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://123.170.147.80:5000/rtp/239.21.2.3:5002
CCTV13,http://218.89.240.144:59901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://111.175.165.116:8888/rtp/239.254.96.161:9040
CCTV13,http://27.217.213.217:18888/rtp/239.253.248.14:8000
CCTV13,http://27.10.14.195:8002/rtp/225.0.4.219:7980
CCTV13,http://117.28.113.168:8888/rtp/239.61.2.23:8132
CCTV13,http://183.166.100.47:8000/rtp/238.1.79.35:4392
CCTV13,http://1.82.70.21:8008/rtp/239.111.205.53:5140
CCTV13,http://113.12.72.152:9901/tsfile/live/1013_1.m3u8?key=txiptv
CCTV13,http://114.252.126.65:7000/rtp/239.3.1.124:8128
CCTV13,http://36.248.137.69:60033/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://222.82.204.248:4000/rtp/238.125.2.245:5140
CCTV13,http://222.82.204.248:4000/rtp/238.125.5.31:5140
CCTV13,http://1.197.251.106:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://115.231.200.110:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://101.74.28.70:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://1.69.0.241:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14,http://1.192.71.240:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://58.210.60.226:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://58.19.182.187:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://221.7.175.127:9901/tsfile/live/1019_1.m3u8?key=txiptv
CCTV14,http://1.197.249.167:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://1.197.250.0:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://1.69.112.94:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://221.226.4.10:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://223.151.49.74:59901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://220.182.45.198:20088/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://113.57.21.233:8666/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://222.217.124.40:8088/rtp/239.81.0.120:4056
CCTV14,http://180.158.146.27:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://222.185.245.194:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://218.89.240.144:59901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://123.170.147.80:5000/rtp/239.21.1.157:5002
CCTV14,http://111.175.165.116:8888/rtp/239.69.1.107:10280
CCTV14,http://218.20.221.30:8888/rtp/239.77.1.161:5146
CCTV14,http://27.217.213.217:18888/rtp/239.253.248.238:8000
CCTV14,http://27.10.14.195:8002/rtp/225.0.4.128:7980
CCTV14,http://183.166.100.47:8000/rtp/238.1.78.243:7816
CCTV14,http://117.28.113.168:8888/rtp/239.61.2.178:9056
CCTV14,http://113.12.72.152:9901/tsfile/live/1014_1.m3u8?key=txiptv
CCTV14,http://1.82.70.21:8008/rtp/239.112.205.91:5140
CCTV14,http://114.252.126.65:7000/rtp/239.3.1.65:8132
CCTV14,http://36.248.137.69:60033/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://222.82.204.248:4000/rtp/238.125.5.66:5140
CCTV14,http://222.82.204.248:4000/rtp/238.125.1.66:5140
CCTV14,http://101.65.34.182:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://1.197.251.106:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://115.231.200.110:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://101.74.28.70:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,http://1.69.0.241:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15,http://1.192.71.240:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://42.236.160.189:8888/rtp/225.1.4.216:1269
CCTV15,http://223.151.49.74:59901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://220.182.45.198:20088/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://222.217.124.40:8088/rtp/239.81.0.230:4056
CCTV15,http://123.170.147.80:5000/rtp/239.21.2.4:5002
CCTV15,http://218.89.240.144:59901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://111.175.165.116:8888/rtp/239.69.1.155:10566
CCTV15,http://27.217.213.217:18888/rtp/239.253.248.16:8000
CCTV15,http://27.10.14.195:8002/rtp/225.0.4.220:7980
CCTV15,http://117.28.113.168:8888/rtp/239.61.2.25:8144
CCTV15,http://1.82.70.21:8008/rtp/239.112.205.214:5140
CCTV15,http://113.12.72.152:9901/tsfile/live/1015_1.m3u8?key=txiptv
CCTV15,http://114.252.126.65:7000/rtp/239.3.1.153:8136
CCTV15,http://222.82.204.248:4000/rtp/238.125.3.213:5140
CCTV15,http://222.82.204.248:4000/rtp/238.125.4.84:5140
CCTV15,http://36.248.137.69:60033/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://1.197.251.106:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV16,http://117.27.190.42:9901/tsfile/live/23249_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://219.146.83.202:9902/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://113.195.13.183:9901/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV16,http://221.7.175.127:9901/tsfile/live/1021_1.m3u8?key=txiptv
